SITENO,MNTH,DTR,TXx8110,TNx8110,TXn8110,TNn8110,TXx9120,TNx9120,TXn9120,TNn9120
01144000,1,10.91162757,16.09,8.61,-22.17,-35.63,16.09,8.61,-22.17,-35.63
01144000,2,12.01387772,15.42,6.16,-20.36,-33.16,17.55,2.4,-20.36,-33.16
01144000,3,11.84866569,26.88,6.98,-15.58,-27.71,26.88,5.92,-15.58,-27.71
01144000,4,12.34152273,30.28,11,-7.3,-15.57,30.26,11.18,-4.62,-15.89
01144000,5,13.47272727,30.97,16.16,4.71,-4.83,31.38,17.97,3.59,-4.09
01144000,6,12.69904545,32.76,19.69,12.27,-1.91,32.76,19.69,9.89,0.22
01144000,7,12.4523827,33.96,21.47,13.41,2.59,33.9,21.47,15.65,2.59
01144000,8,12.3813783,32.74,20.54,12.77,0.09,32.74,20.54,14.98,4.12
01144000,9,12.39025758,32.64,18.63,5.05,-4.93,32.64,18.63,5.05,-4.93
01144000,10,11.41239736,25.84,15.21,0.38,-9.05,25.84,16.09,0.38,-9.05
01144000,11,9.628734848,20.69,11.49,-7.68,-18.25,21.16,10.41,-10.17,-19.77
01144000,12,9.499604106,17.83,6.14,-16.48,-29.66,17.83,5.19,-17.4,-27.66
01162500,1,10.74266129,17.97,6.3,-17.89,-31.05,17.97,6.3,-17.89,-30.39
01162500,2,11.75527755,17.35,7.74,-15.44,-26.8,18.65,3.7,-15.44,-27.48
01162500,3,11.94758065,29.9,8.65,-10.95,-23.59,29.9,10.33,-10.95,-23.59
01162500,4,12.88456818,32.04,12.19,-6.34,-13.01,32.04,13.8,-3.9,-12.97
01162500,5,13.71632698,33.22,16.59,5.58,-4.66,33.22,18.24,5.58,-3.59
01162500,6,12.95330303,34.57,21.21,10.72,-0.31,34.57,21.21,9.51,1.1
01162500,7,12.67832111,35.15,21.44,14.45,2.81,35.15,21.44,15.58,5.41
01162500,8,12.65071114,34.1,21.85,12.13,1.12,34.1,21.85,14.57,4.88
01162500,9,12.68959091,32.94,19.43,8.99,-3.75,32.94,19.43,8.99,-3.75
01162500,10,12.07765396,27.42,15.57,2.68,-8,27.42,17.21,1.28,-9.45
01162500,11,10.30516667,23.17,14.49,-5.44,-16.37,23.17,11.99,-6.98,-18.29
01162500,12,9.60454912,20.1,7.98,-14.39,-26.3,20.1,7.98,-14.81,-23.65
01169000,1,10.42857038,18.34,8.78,-18.59,-32.74,18.34,8.78,-18.59,-32.74
01169000,2,11.52607401,17.21,7.49,-16.97,-27.01,18.98,3.48,-16.97,-27.55
01169000,3,11.68443548,29.17,6.63,-12.58,-23.1,29.17,9.7,-12.58,-23.46
01169000,4,12.57825,31.09,13.4,-6.99,-13.56,31.09,13.4,-4.79,-12.83
01169000,5,13.41616569,32.89,16.92,6.27,-3.96,32.89,17.29,6.36,-3.96
01169000,6,12.77609091,34.1,20.07,10.34,-0.46,34.1,20.07,9.41,0.6
01169000,7,12.66697214,34.88,20.85,13.8,4.75,34.88,20.85,15.06,5.29
01169000,8,12.61692082,33.55,21.45,13.52,0.6,33.55,21.45,14.07,4.77
01169000,9,12.58997727,32.75,18.67,7.72,-4.03,32.75,18.67,7.72,-4.03
01169000,10,11.90932551,28.29,15.52,0.87,-8.94,28.29,15.89,0.85,-7.92
01169000,11,10.1194697,24.06,12.13,-7.25,-16.02,23.77,11.79,-6.69,-18.07
01169000,12,9.309039589,18.78,7.99,-15.98,-26.11,18.78,7.99,-14.8,-24.82
01170100,1,10.43937683,18.31,8.3,-18.8,-33.04,18.31,8.3,-18.8,-33.04
01170100,2,11.55101368,16.82,7.4,-17.2,-27.58,18.75,3.4,-17.2,-27.65
01170100,3,11.70050587,29.19,6.43,-12.82,-23.42,29.19,9.62,-12.82,-23.59
01170100,4,12.55202273,30.96,13.17,-7.17,-13.68,30.96,13.17,-4.79,-12.95
01170100,5,13.4188783,32.8,16.7,6.13,-3.94,32.8,17.14,6.17,-3.94
01170100,6,12.77353788,34.22,20.06,10.15,-0.5,34.22,20.06,9.25,0.52
01170100,7,12.65846774,35.03,20.65,13.49,4.49,35.03,20.65,14.82,5.14
01170100,8,12.61138563,33.51,21.52,13.21,0.64,33.51,21.52,13.86,4.65
01170100,9,12.58218939,32.71,18.58,7.58,-4.27,32.71,18.58,7.58,-4.27
01170100,10,11.88445748,28.27,15.37,0.85,-9.1,28.27,15.96,0.74,-7.86
01170100,11,10.07126515,23.83,12.11,-7.49,-16.19,23.72,11.78,-6.61,-18.18
01170100,12,9.301975806,18.8,7.68,-16.14,-26.39,18.8,7.68,-15.15,-24.79
01181000,1,10.15729472,16.3,11.05,-18.28,-31.59,16.67,11.05,-17.5,-31.59
01181000,2,11.21377313,19.23,8.01,-14.93,-25.41,20.37,3.96,-15.61,-28.31
01181000,3,11.55843842,27.4,9.13,-12.19,-24,27.4,9.54,-12.19,-24
01181000,4,12.55836364,31.16,14.15,-6.98,-13.81,31.16,14.42,-4.63,-12.15
01181000,5,13.15674487,32.56,17.38,6.18,-4.13,32.56,17.84,5.82,-4.13
01181000,6,12.40859091,32.63,19.73,10.61,0.2,32.63,19.73,8.97,0.7
01181000,7,12.26827713,34.06,21.05,14.95,5.02,34.06,21.05,15.36,5.02
01181000,8,12.16395161,32.9,21.31,13.32,-0.04,32.9,21.31,14.55,3.82
01181000,9,12.15769697,32.47,19.08,7.91,-3.31,32.47,19.24,7.91,-3.31
01181000,10,11.63354106,28.34,16.45,0.41,-8.21,28.34,16.4,0.41,-8.22
01181000,11,10.05334848,24.35,13.19,-6.35,-15.68,23.58,11.1,-6.94,-18.21
01181000,12,9.082342375,17.83,9.13,-16.41,-24.66,18.87,9.13,-13.59,-22.75
01187300,1,10.00148094,16.04,10.87,-18.31,-29.35,17.03,10.87,-16.2,-29.35
01187300,2,10.97589702,19.72,8.02,-12.39,-24.29,21.05,4.87,-15.49,-28.51
01187300,3,11.52807185,27.48,9.93,-11.38,-22.86,27.48,9.96,-11.38,-22.86
01187300,4,12.54389394,31.59,14.7,-6.02,-13.19,31.59,15.93,-4.33,-11.39
01187300,5,12.9938783,32.57,18.17,6.17,-3.68,32.57,18.07,5.41,-3.68
01187300,6,12.19418182,33.54,20.06,10.62,1.17,33.05,20.06,9.48,1.75
01187300,7,11.95084311,34.42,21.32,14.84,4.47,34.63,21.74,16.36,4.47
01187300,8,11.7601173,33.52,22.56,13.77,0.94,33.52,22.56,14.59,4
01187300,9,11.73118939,32.37,19.67,8.33,-2.7,32.37,20.4,8.33,-2.7
01187300,10,11.31730938,27.84,16.7,1.4,-7.63,27.84,17.74,1.37,-7.39
01187300,11,9.957621212,24.58,13.92,-5.33,-16.05,23.38,12.04,-6.49,-16.99
01187300,12,8.975157625,18.36,9.36,-15.13,-24.2,18.69,9.2,-13.57,-21.46
01195100,1,9.168321114,18.14,10.52,-12.18,-24.07,18.32,10.52,-12.18,-21.27
01195100,2,9.656621078,17.82,7.15,-8.94,-19.8,18.29,7.13,-8.94,-22.35
01195100,3,10.14222874,26.15,10.22,-5.66,-15.63,26.15,11.79,-5.66,-15.63
01195100,4,10.96767424,32.31,14.77,-2.46,-9.11,32.31,14.77,2.69,-7.36
01195100,5,11.47895161,34,18.66,9.11,-1.19,34,18.08,8.47,-1.19
01195100,6,10.92130303,34.54,21.66,13.19,4.83,34.13,21.66,12.48,4.83
01195100,7,10.45819648,36.62,23.67,18.91,7.86,36.62,23.91,18.93,8.64
01195100,8,10.29379765,36.15,24.04,17.81,5.42,36.15,24.04,18.16,7.98
01195100,9,10.52268182,33.99,21.68,13.12,1.63,32.9,21.8,13.12,1.7
01195100,10,10.58610704,27.91,20.01,6.52,-4.7,29.23,20.5,5.39,-4.7
01195100,11,9.833537879,23.62,14.92,-0.63,-11.19,24.32,14.19,-1.42,-11.61
01195100,12,8.7725,22.42,12.63,-10.29,-18.17,22.42,12.63,-9.12,-15.79
01197500,1,10.08197947,16.61,11.01,-17.47,-32.67,16.67,11.01,-17.47,-32.67
01197500,2,11.11518101,18.83,7.69,-15.27,-25.73,20.78,3.53,-15.65,-28.26
01197500,3,11.46959677,27.56,9.55,-12.12,-23.46,27.56,9.18,-12.12,-23.46
01197500,4,12.52175,31.06,14.04,-6.62,-13.79,31.06,14.04,-4.4,-12.24
01197500,5,13.15796921,32.33,17.17,6.59,-4.41,32.33,18.03,5.64,-4.41
01197500,6,12.41598485,32.64,19.82,10.8,0.23,32.56,19.82,9.53,0.63
01197500,7,12.30764663,34.01,21.26,15.29,5.05,34.01,21.26,16.08,5.05
01197500,8,12.13152493,33.07,21.29,13.7,0.22,33.07,21.29,15.25,4.69
01197500,9,12.10021212,32.42,18.93,8.65,-3.27,32.42,18.93,8.65,-3.27
01197500,10,11.51947947,28.17,16.23,0.7,-8,28.17,15.84,0.7,-7.83
01197500,11,9.963189394,24.49,13.07,-5.94,-14.76,23.53,10.98,-6.88,-18.29
01197500,12,9.000454545,18.09,8.49,-16.12,-25.07,19.06,8.49,-13.73,-22.51
01200000,1,10.16634897,18.64,10.05,-14.11,-30.2,18.64,10.05,-14.1,-30.2
01200000,2,11.08502011,21.38,8.03,-12.19,-24.57,22.97,5.26,-12.2,-25.41
01200000,3,11.71815982,28.94,12.11,-8.73,-21.7,28.94,10.7,-8.73,-21.7
01200000,4,12.93025,33.25,14.99,-2.23,-10.95,33.25,15.39,-1.52,-9.8
01200000,5,13.24389296,33.29,17.65,7.93,-3.03,33.29,18.56,6.5,-3.03
01200000,6,12.50111364,34.25,21.19,13.31,2.09,33.97,21.19,12.06,2.09
01200000,7,12.26314516,36.27,22.11,17.51,5.79,36.27,22.21,17.77,5.79
01200000,8,11.89827713,36.58,23.75,15.09,2.5,36.58,23.75,15.97,6.2
01200000,9,11.96348485,33.91,20.26,11.13,-1.24,33.22,20.3,11.13,-1.24
01200000,10,11.76791056,28.27,18.23,3.89,-5.47,28.27,19.68,3.46,-6.31
01200000,11,10.48656818,25.74,12.88,-2.86,-14.34,23.84,12.43,-3.73,-15.4
01200000,12,9.288559384,20.31,10,-12.95,-23.13,20.05,10,-11.68,-20.23
01321000,1,10.79201613,14.1,5.44,-21.49,-34.3,14.1,5.44,-21.49,-34.3
01321000,2,11.90479485,13.29,4.39,-20.74,-32.29,14.75,0.95,-20.74,-32.29
01321000,3,12.07066716,25.34,6.44,-12.84,-29.21,25.34,4.85,-12.84,-29.21
01321000,4,12.25177273,29.8,11.96,-7.43,-18.12,29.8,11.96,-5.51,-17.78
01321000,5,13.21244135,30.09,16.34,3.36,-5.46,30.09,16.74,3.17,-5.37
01321000,6,12.17047727,31.5,19.8,9.39,-2.13,31.5,19.8,9.39,-0.47
01321000,7,11.8677346,32.3,21.92,15.49,3.51,32.3,21.92,15.78,4.01
01321000,8,11.64079912,31.73,21.95,13.15,-0.51,31.73,21.95,14.25,2.96
01321000,9,11.63687121,31.33,18.03,4.8,-4.61,31.33,18.05,4.8,-4.61
01321000,10,10.91203812,26.66,13.47,-0.29,-9.28,26.66,14.94,-0.29,-9.41
01321000,11,9.205280303,19.89,9.17,-6.86,-18.98,19.6,9.17,-8.97,-24.1
01321000,12,9.140087977,16.36,6.26,-17.37,-29.29,16.36,6.26,-17.31,-28.18
01333000,1,9.902675953,17.25,10.89,-19.11,-33.72,17.25,10.89,-19.11,-33.72
01333000,2,10.87384553,17.16,7.51,-17.73,-27.52,19.47,3.06,-17.73,-28.34
01333000,3,11.12188416,27.47,9.13,-12.24,-23.79,27.47,9.2,-12.24,-23.79
01333000,4,12.18474242,30.63,14.6,-6.44,-14.35,30.63,14.6,-4.82,-13.77
01333000,5,13.0061217,32.31,16.97,5.47,-5.08,32.31,18.26,5.27,-5.08
01333000,6,12.3082197,32.51,20.19,10.63,-0.53,33.01,20.19,10.02,0.02
01333000,7,12.23182551,33.83,21.4,14.6,5.37,33.83,21.4,15.63,5.37
01333000,8,12.08597507,33.1,20.98,13.46,-0.08,33.1,20.98,15.02,4.82
01333000,9,12.04954545,32.29,18.37,7.68,-3.58,32.29,18.37,7.68,-3.58
01333000,10,11.33072581,27.95,16.23,0.03,-8.64,27.95,16.49,0.03,-8.87
01333000,11,9.727007576,24.17,12.65,-6.59,-15.53,23.21,11.22,-6.59,-18.7
01333000,12,8.824963343,18.1,8.26,-16.2,-25.67,18.96,8.26,-14.38,-23.43
01334500,1,10.12002199,17.76,10.13,-17.86,-33.99,17.76,10.13,-17.86,-33.99
01334500,2,11.15001609,16.61,7.14,-17.45,-27.82,19.41,3.14,-17.45,-28.09
01334500,3,11.38616569,28.37,8.2,-12.38,-23.58,28.37,9.3,-12.38,-23.58
01334500,4,12.37474242,30.7,14.22,-6.06,-14.07,30.64,14.22,-4.35,-13.51
01334500,5,13.19228739,32.5,16.74,5.98,-4.38,32.5,18.14,6.79,-4.38
01334500,6,12.47742424,33.18,19.95,10.59,-0.41,33.18,19.95,10.57,0.52
01334500,7,12.37464809,34.38,21.4,14.62,5.38,34.38,21.4,16.08,5.38
01334500,8,12.24764663,33.41,21.11,13.63,0.24,33.41,21.11,15.42,4.76
01334500,9,12.24910606,32.23,18.67,7.85,-3.94,32.23,18.67,7.85,-3.94
01334500,10,11.51673021,28.08,15.8,0.57,-8.72,28.08,15.49,0.57,-7.91
01334500,11,9.835106061,24.06,12.07,-5.92,-15.31,22.83,11.2,-5.97,-18.39
01334500,12,8.973973607,18.34,8.13,-15.65,-26.29,18.34,8.13,-14.45,-23.53
01348000,1,10.17973607,15.8,6.59,-20.08,-32.56,15.8,6.59,-20.08,-32.56
01348000,2,11.21250201,14.16,5.46,-18.92,-30.36,16.66,1.82,-18.92,-30.73
01348000,3,11.46751466,27.22,9.06,-11.41,-26.44,27.22,6.67,-11.41,-26.44
01348000,4,12.08821212,30.89,13.3,-5.85,-16.36,30.89,13.3,-4.72,-15.98
01348000,5,12.93857038,31.09,17.07,4.65,-4.13,31.09,17.33,5.15,-4.32
01348000,6,12.079,32,19.92,10.17,-0.83,32,19.92,10.17,0.49
01348000,7,11.81067449,32.61,22.66,15.41,4.92,33.29,22.66,16.39,6.11
01348000,8,11.6248827,33.39,22.38,13.78,0.75,33.39,22.38,15.5,4.25
01348000,9,11.66352273,31.82,19.14,6.15,-3.79,31.82,18.5,6.15,-3.79
01348000,10,10.86501466,27.1,13.91,1.16,-8.4,27.1,15.65,1.16,-8.26
01348000,11,9.185007576,22.24,10.21,-7.8,-17.11,20.55,10.21,-6.47,-21.16
01348000,12,8.744255865,17.35,6.97,-15.95,-27.33,17.35,6.97,-15.3,-25.98
01350000,1,10.24509531,17.61,9.05,-18.62,-30.97,17.61,9.05,-16.45,-30.97
01350000,2,11.30915527,17.04,5.78,-14.43,-26.5,22.81,3.35,-14.9,-28
01350000,3,11.81490469,27.76,9.9,-13.44,-23.71,27.76,7.91,-13.44,-23.71
01350000,4,12.63612879,31.45,13.18,-7.13,-14.53,31.45,14.06,-4.34,-14.57
01350000,5,13.26257331,32.89,16.58,5.04,-3.72,32.89,17.67,3.73,-4.56
01350000,6,12.61554545,32.77,19.38,9.26,-0.53,32.77,19.38,9.26,0.31
01350000,7,12.47992669,34.23,20.42,14.51,4.45,34.38,20.43,15.94,4.5
01350000,8,12.26187683,34.36,22.13,13.22,1.93,34.36,22.13,13.51,4.5
01350000,9,12.21629545,31.46,18.93,8.23,-3.62,32.84,18.56,8.23,-3.62
01350000,10,11.61202346,27.46,17.3,1.54,-7.46,27.46,16.85,0.81,-7.1
01350000,11,9.979356061,24.33,12.01,-8.36,-15.09,23.07,10.25,-8.25,-21.39
01350000,12,9.078464076,19.27,9.21,-15.37,-26.5,19.27,9.21,-15.53,-22.79
01350080,1,10.3586217,17.32,8.41,-18.39,-31.49,17.32,8.41,-17.49,-31.49
01350080,2,11.42225261,16.03,5.87,-15.56,-26.85,22.87,3.62,-15.5,-28.82
01350080,3,11.86781525,27.37,9.5,-14.4,-24.59,27.37,7.8,-14.4,-24.59
01350080,4,12.58908333,30.83,12.96,-7.7,-15.22,30.83,14.01,-5.55,-15.5
01350080,5,13.28145894,32.52,16.55,3.83,-4.06,32.52,17.37,3.61,-5.2
01350080,6,12.66854545,32.41,19.54,8.95,-1.29,32.46,19.54,8.95,-0.29
01350080,7,12.52185484,33.87,20.71,14.23,4.15,34.36,20.71,15.3,4.33
01350080,8,12.37282991,33.65,22.05,12.43,1.45,33.65,22.05,13.19,4.12
01350080,9,12.36102273,31.21,19.19,7.72,-4.17,32.98,18.43,7.72,-4.17
01350080,10,11.65710411,27.31,16.59,0.73,-7.89,27.31,16.55,0.34,-7.8
01350080,11,9.988045455,23.95,11.95,-9.48,-15.43,22.98,11.27,-9.23,-22.33
01350080,12,9.146539589,19.29,8.43,-15.92,-26.92,19.29,8.43,-16.28,-23.62
01350140,1,10.22130499,16.42,8.16,-18.15,-31.55,16.42,8.16,-17.54,-31.55
01350140,2,11.2275543,16.18,5.9,-15.6,-27.63,22.33,3.83,-15.8,-29.11
01350140,3,11.68983871,27.52,10.84,-13.07,-25.22,27.52,8.15,-13.07,-25.22
01350140,4,12.45549242,31.2,13.39,-7.83,-15.67,31.2,13.39,-5.7,-14.85
01350140,5,13.19216276,31.87,16.67,3.88,-3.96,31.87,17.5,3.74,-5.36
01350140,6,12.52194697,32.07,19.47,9.38,-1.22,32.07,19.47,9.38,-0.37
01350140,7,12.34717742,34.1,20.74,14.22,4.31,33.9,20.81,15.98,4.51
01350140,8,12.18763196,33.1,22.23,13.26,1.39,33.1,22.23,14.22,4.18
01350140,9,12.20918939,30.89,19.62,7.75,-4.19,32.4,18.61,7.75,-4.19
01350140,10,11.51027859,27.12,15.89,0.74,-8.03,27.12,15.8,0.7,-7.78
01350140,11,9.813090909,24.03,12.15,-9.12,-15.99,22.85,12.15,-9.38,-22.76
01350140,12,8.993544721,19.04,8.6,-16,-27.5,19.04,8.6,-16.29,-24.31
01365000,1,9.497375367,16.59,9.6,-18.64,-29.01,16.59,9.6,-17.31,-29.01
01365000,2,10.56940467,16.86,6.32,-15.1,-24.8,21.62,5.38,-15.1,-26.88
01365000,3,11.19196481,26.97,10.66,-11.72,-21.85,26.97,8.58,-11.72,-21.85
01365000,4,12.02678788,30.91,14.33,-6.92,-15.04,30.91,14.33,-3.74,-12.51
01365000,5,12.42622434,32.26,17.07,5.3,-3.19,32.26,17.73,2.91,-5.17
01365000,6,11.68525758,31.95,19.75,9.6,0.15,31.95,19.75,9.6,0.77
01365000,7,11.52032258,34.23,21.04,13.6,4.99,34.36,21.04,15.8,5.11
01365000,8,11.28898094,34.48,22.32,12.98,2.55,34.48,22.32,12.98,5.37
01365000,9,11.24779545,30.63,19,7.81,-2.57,32.24,18.96,7.81,-2.57
01365000,10,10.82837243,27.1,17.72,0.89,-7.01,27.1,16.84,0.77,-6.95
01365000,11,9.4015,23.92,13.17,-7.23,-14.79,22.41,9.93,-7.35,-20.37
01365000,12,8.418170821,19.3,10.02,-15.77,-25.28,19.3,10.02,-15.04,-21.67
01371500,1,9.743966276,18.79,9.93,-14.49,-27.1,18.79,9.93,-14.49,-27.1
01371500,2,10.81213998,21.6,7.83,-10.71,-21.95,23.01,5.38,-10.71,-24.5
01371500,3,11.51534457,29.66,11.7,-7.67,-19.6,29.66,11.7,-7.67,-19.6
01371500,4,12.62802273,33.16,16.59,-2.65,-10.59,33.16,16.59,0.42,-8.16
01371500,5,12.99931085,33.72,18.86,8.44,-2,33.72,18.83,6.46,-2
01371500,6,12.37103788,34.23,21.32,13.18,2.39,34.23,21.32,12.69,2.72
01371500,7,12.10101906,36.98,22.64,16.04,6.79,36.98,22.9,18.73,7.18
01371500,8,11.88785924,36.19,23.28,15.01,3.43,36.19,23.28,15.42,7.21
01371500,9,11.98766667,34.47,20.55,10.63,-0.43,33.32,20.51,11.21,-0.43
01371500,10,11.81553519,29.18,18.85,4.77,-5.94,29.57,19.33,4.6,-4.98
01371500,11,10.42653788,25.57,14.17,-2.32,-12.43,24.12,11.52,-3.18,-15.09
01371500,12,8.94736437,21.77,10.13,-12.92,-22.53,21.77,9.69,-10.53,-19.7
01372500,1,10.35262463,19.93,10.57,-13.93,-30.51,19.93,10.57,-13.58,-30.51
01372500,2,11.28300885,22.13,7.96,-12.56,-24.8,23.05,5.22,-12.56,-24.98
01372500,3,11.91966276,30.25,12.15,-7.72,-21.71,30.25,11.13,-7.72,-21.71
01372500,4,13.18685606,33.75,15.09,-1.83,-10.38,33.75,15.21,-1.14,-9.2
01372500,5,13.51568915,33.83,18.11,8.68,-2.99,33.83,19.04,6.92,-2.99
01372500,6,12.86143939,34.79,21.34,12.8,2.1,34.9,21.34,12.76,2.1
01372500,7,12.64790323,37.36,22.53,17.79,6.24,37.36,22.54,18.47,6.24
01372500,8,12.28669355,37.17,23.93,15.64,2.6,37.17,23.93,16.27,6.28
01372500,9,12.36971212,34.71,20.54,11.03,-1.1,33.86,20.26,11.03,-1.1
01372500,10,12.14381232,28.84,18.28,4.5,-5.59,28.84,19.66,4.19,-5.89
01372500,11,10.77301515,26.4,12.96,-2.65,-14.14,24.26,12.51,-2.72,-15.23
01372500,12,9.498695015,21.1,10.45,-12.36,-23.52,21.02,10.45,-10.78,-20.15
01411300,1,9.718922287,22.13,13.61,-12.51,-21.36,22.13,13.61,-12.51,-19.96
01411300,2,10.31066774,22.94,9.73,-6.66,-19.55,23.7,11.68,-8.39,-19.55
01411300,3,10.99746334,29.42,15.02,-2.93,-15.19,29.42,15.02,-2.95,-15.19
01411300,4,11.79193939,33.2,17.17,2.86,-7.14,33.2,17.42,4.58,-4.69
01411300,5,11.54250733,34.45,22.31,10.45,-0.17,34.45,22.31,10.28,-0.17
01411300,6,11.10499242,36.37,24.76,14.67,5.22,37.03,24.76,14.67,5.22
01411300,7,10.57259531,38.03,25.85,20.57,7.97,38.41,26.69,20.57,9.46
01411300,8,10.42676686,36.76,26.21,19.38,6.15,36.76,26.47,19.38,10.05
01411300,9,10.8427803,35.62,24.26,13.68,2.91,34.77,24.4,13.68,3.29
01411300,10,11.27821114,31.16,20.84,8.59,-4.61,33.41,22.21,7.96,-2.62
01411300,11,10.89415152,26.41,16.4,-0.34,-10.63,26.7,16.4,-0.34,-8.63
01411300,12,9.821239003,24.78,13.61,-10.51,-16.74,24.78,15.72,-5.34,-14.07
01413500,1,9.948233138,15.48,8.71,-19.63,-30.17,15.81,8.71,-17.95,-30.17
01413500,2,11.01287208,15.31,5.44,-15.81,-27.47,21.73,3.04,-16.21,-29.2
01413500,3,11.56016129,26.47,10.35,-13.64,-24.68,26.47,7.48,-13.64,-24.68
01413500,4,12.27357576,30.58,12.76,-8.51,-15.68,30.58,13.78,-6.05,-15.44
01413500,5,12.94740469,31.59,16.37,4.18,-4.07,31.59,17.12,2.3,-6
01413500,6,12.26281818,31.55,19.38,8.68,-1.45,31.55,19.38,8.68,-1.28
01413500,7,12.11819648,33.26,19.76,13.14,3.68,33.37,19.76,14.92,3.94
01413500,8,11.92574047,33.62,21.61,12.4,1.48,33.62,21.61,12.93,3.78
01413500,9,11.87390909,30.29,18.66,7.03,-4.05,32.51,18.12,7.03,-4.05
01413500,10,11.25638563,26.56,16.6,0.27,-8.15,26.8,16.58,-0.18,-8.11
01413500,11,9.60719697,23.53,12,-9.84,-16.1,22.28,10.5,-9.52,-23.17
01413500,12,8.741902493,18.67,9.09,-16.72,-27.03,18.67,9.09,-16.83,-24.03
01414500,1,9.721627566,14.81,9.1,-20.23,-30.32,15.83,9.1,-18.64,-30.32
01414500,2,10.78905873,15.14,5.18,-16.56,-27.55,20.98,3.62,-16.56,-29.3
01414500,3,11.39118035,26.19,10.65,-13.42,-24.31,26.19,7.34,-13.42,-24.31
01414500,4,12.11725,30.3,12.76,-8.68,-15.69,30.3,13.65,-6.2,-15.35
01414500,5,12.77311584,31.03,16.42,3.81,-4.04,31.03,17.21,1.85,-6.34
01414500,6,12.03677273,31.35,19.36,8.57,-1.53,31.35,19.36,8.57,-1.64
01414500,7,11.92404692,33.02,19.78,12.67,3.43,33.01,19.78,13.81,3.82
01414500,8,11.71625367,33.78,21.31,12.11,1.6,33.78,21.31,12.26,3.7
01414500,9,11.63924242,29.85,18.43,6.38,-3.95,32.46,18.43,6.38,-3.95
01414500,10,11.08865103,26.25,16.7,-0.58,-8.37,26.9,16.97,-0.58,-8.5
01414500,11,9.436045455,23.5,12.44,-9.93,-16.22,22.27,10.41,-9.47,-23.31
01414500,12,8.524219208,18.31,9.46,-17.03,-26.8,18.31,9.46,-16.9,-24.08
01415000,1,10.01381965,14.74,8.98,-18.23,-31.5,16.08,8.98,-18.15,-31.5
01415000,2,11.10641995,15.81,5.32,-16.18,-28.71,20.49,3.39,-16.18,-29.38
01415000,3,11.72521261,27.15,10.99,-12.46,-25.51,27.15,8.34,-12.46,-25.51
01415000,4,12.59280303,31.12,12.44,-7.91,-15.15,31.12,13.34,-5.45,-15.05
01415000,5,13.41728739,31.17,16.79,4.81,-4.56,31.17,17.42,3.01,-5.92
01415000,6,12.64418939,31.7,19.53,9.11,-1.59,31.7,19.53,9.11,-1.4
01415000,7,12.4890176,33.77,19.87,13.48,3.44,33.33,19.87,14.14,3.78
01415000,8,12.25342375,34.11,21.28,13.32,1.06,34.11,21.28,13.18,3.97
01415000,9,12.17802273,30.31,18.64,6.91,-4.07,32.31,18.59,6.91,-4.07
01415000,10,11.61141496,26.78,16.33,0.58,-8.64,27.06,16.41,0.58,-8.27
01415000,11,9.777651515,24.18,11.87,-9.17,-16.34,22.87,10.64,-8.81,-22.92
01415000,12,8.771030059,18.3,9.12,-16.61,-27.92,18.3,9.12,-16.2,-24.89
01421000,1,9.879831378,15.81,8.76,-17.79,-30.35,15.81,8.76,-17.79,-30.35
01421000,2,10.97128721,16.69,5.68,-15.33,-27.18,21.22,3.18,-15.33,-28.28
01421000,3,11.57697947,27.7,10.85,-12.06,-24.43,27.7,9.16,-12.06,-24.43
01421000,4,12.50380303,31.16,13.1,-6.8,-14.58,31.16,13.1,-3.84,-13.62
01421000,5,13.20634164,31.57,16.98,5.53,-4.1,31.57,17.51,3.41,-4.85
01421000,6,12.43481061,32.04,19.42,9.9,-0.87,32.04,19.42,9.9,-0.04
01421000,7,12.28866569,33.87,20.15,14.47,4.4,33.72,20.53,15.51,4.53
01421000,8,12.06647361,34.15,21.8,13.66,1.61,34.15,21.8,13.84,4.72
01421000,9,12.01265152,30.74,18.95,7.51,-3.53,32.11,18.67,7.51,-3.53
01421000,10,11.47846774,27.13,16.53,1.47,-8.24,27.13,15.95,1.21,-7.02
01421000,11,9.7555,24.55,11.6,-7.83,-15.3,22.64,10.66,-8.11,-21.54
01421000,12,8.703211144,18.62,8.99,-15.85,-27.34,18.62,8.99,-15.39,-23.58
01423000,1,9.93398827,15.14,8.76,-18.05,-30.61,15.58,8.76,-18.05,-30.61
01423000,2,11.00452132,15.63,5.36,-16.11,-28.69,21.14,3.52,-16.11,-29.48
01423000,3,11.56849707,27.51,10.76,-12.29,-25.61,27.51,8.83,-12.29,-25.61
01423000,4,12.44997727,31.24,12.82,-7.57,-15.23,31.24,12.92,-4.8,-14.34
01423000,5,13.25340909,31.17,16.65,4.69,-4.35,31.17,17.48,2.93,-5.39
01423000,6,12.47072727,31.69,19.28,9.52,-1.28,31.69,19.28,9.52,-0.5
01423000,7,12.3168695,33.73,20.19,13.88,3.74,33.15,20.4,15.07,4.35
01423000,8,12.10245601,33.65,21.63,13.65,1.3,33.65,21.63,14.07,4.34
01423000,9,12.05993182,30.45,19.11,7.08,-4.06,32.1,18.39,7.08,-4.06
01423000,10,11.4302346,26.91,15.71,1.14,-8.68,26.91,15.58,1.08,-7.54
01423000,11,9.654068182,24.3,11.4,-8.33,-16.25,22.63,11.4,-9.18,-22.77
01423000,12,8.694937683,18.16,8.8,-16.18,-28.2,18.16,8.8,-16.23,-24.71
